scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,256,256,0.34937013180503085,0.22958547846263927,0.9868337963025254,0.625,2.9327141074115546
retest_bounce,174,174,0.19165744939190743,0.11269943668950805,0.798013620952602,0.5574712643678161,2.059879156286418
all,430,430,0.28555151147972047,0.18172319450537744,0.918400532194759,0.5976744186046512,2.579447222228861
