scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,265,265,0.32854963667819465,0.1888574326927612,0.974962114023176,0.6113207547169811,2.7778023576308395
retest_bounce,180,180,0.19224103231656223,0.12113866882072954,0.8182777281971676,0.5611111111111111,2.0083620870249552
all,445,445,0.27341357199259053,0.1652762474421533,0.9172648397683724,0.5910112359550562,2.4607848930971503
