scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,271,271,0.3425710599886746,0.2099340053613915,0.9932672248660918,0.6162361623616236,2.8236673567242163
retest_bounce,178,178,0.16786219154188836,0.10993221835780115,0.8010651009072087,0.550561797752809,1.8518492211227362
all,449,449,0.2733100831879442,0.1706418460345164,0.9258306333884696,0.5902004454342984,2.4272210281251207
