scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,265,265,0.33532582922428766,0.1912388693001853,0.9871057954085948,0.6188679245283019,2.797083482754128
retest_bounce,178,178,0.2076136277656044,0.16548359458492726,0.8487582608241824,0.5674157303370787,2.142552991476851
all,443,443,0.28401031712576486,0.179163901791638,0.9360793836062195,0.5981941309255079,2.538251012410628
