scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,263,263,0.35390549617934297,0.2031694433157244,1.0235870519707648,0.6197718631178707,2.948185844864009
retest_bounce,181,181,0.21475487586638195,0.1137294149758893,0.8538993233935217,0.56353591160221,2.158091629417022
all,444,444,0.29717968024095115,0.17364800802717076,0.9604852327245457,0.5968468468468469,2.6221617843266114
