scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,281,281,0.321829377174896,0.2031694433157244,1.003148493066022,0.608540925266904,2.5848663499767532
retest_bounce,186,186,0.0271349912803679,0.06358957751941219,1.2492412663789705,0.5268817204301075,1.0885304700097058
all,467,467,0.20445645260020173,0.150271644896544,1.1170894457145417,0.576017130620985,1.8370339093048735
