scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,262,262,0.3399097262004898,0.19720415630795485,0.9946324849639304,0.6145038167938931,2.8210290837306924
retest_bounce,176,176,0.1976039915869886,0.11269943668950805,0.8276035149949164,0.5511363636363636,2.069314489917111
all,438,438,0.2827275132051103,0.16795904673833484,0.9337338649959709,0.589041095890411,2.5207809072143865
