scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,260,260,0.3416101175229741,0.19720415630795485,1.0035547271952727,0.6153846153846154,2.82365462552581
retest_bounce,175,175,0.19071889543258724,0.1137294149758893,0.8147072966907769,0.5542857142857143,2.0222033243015582
all,435,435,0.2809067523141978,0.1633764465622871,0.9351244765478466,0.5908045977011495,2.5019998067814897
