scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,265,265,0.34882351956440494,0.2031694433157244,0.9898025558781057,0.6226415094339622,2.944549249709309
retest_bounce,180,180,0.2068814169184717,0.12364756976383735,0.8540096542372339,0.5666666666666667,2.1402320834788062
all,445,445,0.2914087364716679,0.1766541700198251,0.9398331155945552,0.6,2.6170006897976528
