scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,267,267,0.33178645588686695,0.2031694433157244,0.9700611086959443,0.6179775280898876,2.82567163459797
retest_bounce,181,181,0.1755832111347246,0.1081949783124755,0.8083036665510592,0.5469613259668509,1.9039041499841147
all,448,448,0.2686775556633451,0.1643263470022202,0.911412283001167,0.5892857142857143,2.4383893564282904
