scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,264,264,0.33974204399069496,0.19720415630795485,0.9927392166438159,0.6174242424242424,2.830312535288177
retest_bounce,178,178,0.19836239688882312,0.12113866882072954,0.8240170187701951,0.5617977528089888,2.075620742940687
all,442,442,0.2828063490039683,0.17364800802717076,0.9310724918408021,0.5950226244343891,2.527566474162778
