scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,267,267,0.3392887095421295,0.2031694433157244,0.9830720890931184,0.6142322097378277,2.84677051987775
retest_bounce,180,180,0.19480269759282198,0.15934341481091202,0.7895584575972151,0.5722222222222222,2.0839465452193617
all,447,447,0.2811064228511332,0.179163901791638,0.912863587661413,0.5973154362416108,2.5436271600607485
