scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,262,262,0.337841749301624,0.19004815099647326,0.988929258682641,0.6183206106870229,2.8341818363653646
retest_bounce,176,176,0.19239302258230098,0.11269943668950805,0.8133573711668219,0.5511363636363636,2.041494506202208
all,438,438,0.279396598839065,0.1618508948488126,0.9251571291873626,0.591324200913242,2.5151055175113326
