n_a,n_b,mean_a,mean_b,u_stat,p_value,p_status,delta,ci_lo,ci_hi,ci_excludes_zero,magnitude_pass,g_status,hypothesis_aligned,sign_status,verdict,gate_label
631,1552,0.37327250630272557,0.10381652741178744,585233.5,8.122000403776816e-13,PASS,0.26945597889093814,0.1653715100320069,0.3809833884915737,True,True,PASS,True,PASS,PASS,G1_EVENT_NEAR_vs_BASELINE_pct
921,1552,-0.08079446355475109,0.10381652741178744,619118.5,2.5826140751894274e-08,PASS,-0.18461099096653855,-0.2777824705626932,-0.08861026803076279,True,True,PASS,True,PASS,PASS,G2_NON_EVENT_NEAR_vs_BASELINE_pct_label_sanity
531,1540,0.4397210077840896,0.07173936132125397,517433.5,6.462943888967593e-20,PASS,0.36798164646283565,0.26490437605092326,0.4635928547361856,True,True,PASS,True,PASS,PASS,G6_EVENT_NEAR_vs_BASELINE_atr_audit
