scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,260,260,0.3464784769946779,0.2166662887765631,1.0033645210451765,0.6192307692307693,2.853216622267379
retest_bounce,175,175,0.1970526943512456,0.1137294149758893,0.8208347330873765,0.56,2.0679283510011426
all,435,435,0.28636465639099823,0.1766541700198251,0.937099522059494,0.5954022988505747,2.539775392075065
