scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,260,260,0.33825082219319774,0.19720415630795485,0.9977036763409756,0.6115384615384616,2.7978861405524293
retest_bounce,176,176,0.1963665516764874,0.10993221835780115,0.8330049639077165,0.5454545454545454,2.0550854730676287
all,436,436,0.280976437764434,0.1643263470022202,0.9373078385464276,0.5848623853211009,2.4999717330449083
