n_a,n_b,mean_a,mean_b,u_stat,p_value,p_status,delta,ci_lo,ci_hi,ci_excludes_zero,magnitude_pass,g_status,hypothesis_aligned,sign_status,verdict,gate_label
635,1552,0.3711520070183843,0.12077678213851815,581201.5,4.177818240451683e-11,PASS,0.25037522487986613,0.15031959164616607,0.36003403152510105,True,True,PASS,True,PASS,PASS,G1_EVENT_NEAR_vs_BASELINE_pct
917,1552,-0.05260191775102931,0.12077678213851815,623150.5,2.3747466116308477e-07,PASS,-0.17337869988954746,-0.263929456300656,-0.07775785704026993,True,True,PASS,True,PASS,PASS,G2_NON_EVENT_NEAR_vs_BASELINE_pct_label_sanity
533,1539,0.43969080706698405,0.0882291577023269,514096.5,2.48905672839197e-18,PASS,0.3514616493646572,0.2546004547507341,0.44706358944701713,True,True,PASS,True,PASS,PASS,G6_EVENT_NEAR_vs_BASELINE_atr_audit
