scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,282,282,0.3193304659822073,0.19720415630795485,1.004344257037108,0.6063829787234043,2.555941787880039
retest_bounce,184,184,0.058487364019490236,0.06358957751941219,1.0497409913721494,0.5271739130434783,1.210256275207424
all,466,466,0.21633662314714305,0.1540426048448864,1.030429105869317,0.575107296137339,1.924385862874621
