scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,261,261,0.3455417602567105,0.2031694433157244,1.0091722348267447,0.6130268199233716,2.8478151141207064
retest_bounce,177,177,0.1909282560402487,0.1116694584031268,0.8131094517904739,0.5536723163841808,2.0283969174462517
all,438,438,0.28306096060759234,0.16795904673833484,0.9379787824854517,0.589041095890411,2.5181026522026024
