scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,262,262,0.3618514515770133,0.22203396796420125,1.0183065177977568,0.6297709923664122,3.0084884579487885
retest_bounce,178,178,0.1901853475188625,0.11649055529296815,0.8279630846443907,0.5561797752808989,2.006858092653861
all,440,440,0.2924047094807614,0.18172319450537744,0.9496733439934014,0.6,2.591818048994476
