scope,n,n_with_outcome,mean_realized_R_10d,median_realized_R_10d,std_realized_R_10d,win_rate,profit_factor
trigger,282,282,0.3266807416639571,0.20655172433855795,1.004665106973607,0.6099290780141844,2.6144822738877287
retest_bounce,187,187,0.07837030305270072,0.0691132766604464,1.070397097359791,0.5294117647058824,1.3025542066383478
all,469,469,0.2276742341579764,0.1578135647932288,1.0385175632394912,0.5778251599147122,2.0121308895291117
