date,pos,window,code,rel_ret,rank,n_avail
2006-06-25,623,early_post,XUHIZ,-0.056207391534398576,17.0,24
2006-06-25,623,early_post,XELKT,-0.05043467282942782,15.0,24
2006-06-25,623,early_post,XILTM,-0.10916315358281303,23.0,24
2006-06-25,623,early_post,XSPOR,-0.07444840408567166,21.0,24
2006-06-25,623,early_post,XTCRT,-0.031882948267510036,10.0,24
2006-06-25,623,early_post,XTRZM,-0.040659348104459925,13.0,24
2006-06-25,623,early_post,XULAS,-0.09794935538469085,22.0,24
2006-06-25,623,early_post,XUMAL,0.011012532970567923,6.0,24
2006-06-25,623,early_post,XBANK,0.007192414163379013,7.0,24
2006-06-25,623,early_post,XSGRT,0.053419306549232104,1.0,24
2006-06-25,623,early_post,XFINK,0.047573908717976954,2.0,24
2006-06-25,623,early_post,XHOLD,0.023434762694556577,4.0,24
2006-06-25,623,early_post,XGMYO,-0.058985595621539266,19.0,24
2006-06-25,623,early_post,XYORT,-0.06368229439365725,20.0,24
2006-06-25,623,early_post,XUTEK,0.019264124611900302,5.0,24
2006-06-25,623,early_post,XBLSM,-0.04341095202730805,14.0,24
2006-06-25,623,mid_post,XUSIN,-0.00028856865760462647,13.0,24
2006-06-25,623,mid_post,XGIDA,-0.05168164943841813,22.0,24
2006-06-25,623,mid_post,XKMYA,-0.01731083744722861,17.0,24
2006-06-25,623,mid_post,XMANA,-0.04576686836153443,21.0,24
2006-06-25,623,mid_post,XMESY,0.02592106132027805,9.0,24
2006-06-25,623,mid_post,XKAGT,0.03377869643397502,7.0,24
2006-06-25,623,mid_post,XTAST,0.07005990272410889,2.0,24
2006-06-25,623,mid_post,XTEKS,-0.0004813902155877958,14.0,24
2006-06-25,623,mid_post,XUHIZ,0.0038594528347573043,12.0,24
2006-06-25,623,mid_post,XELKT,0.024377556941663547,10.0,24
2006-06-25,623,mid_post,XILTM,-0.03536742744144783,19.0,24
2006-06-25,623,mid_post,XSPOR,-0.18359490023090141,24.0,24
2006-06-25,623,mid_post,XTCRT,0.060515018946912136,3.0,24
2006-06-25,623,mid_post,XTRZM,-0.023223783760803363,18.0,24
2006-06-25,623,mid_post,XULAS,-0.03995635108778395,20.0,24
2006-06-25,623,mid_post,XUMAL,0.011385602366388747,11.0,24
2006-06-25,623,mid_post,XBANK,-0.0014092441730588767,15.0,24
2006-06-25,623,mid_post,XSGRT,0.13452235687141978,1.0,24
2006-06-25,623,mid_post,XFINK,0.044330605248082966,6.0,24
2006-06-25,623,mid_post,XHOLD,0.028009549550336965,8.0,24
2006-06-25,623,mid_post,XGMYO,0.06008146864752528,4.0,24
2006-06-25,623,mid_post,XYORT,-0.06341301309558556,23.0,24
2006-06-25,623,mid_post,XUTEK,-0.004443733094184665,16.0,24
2006-06-25,623,mid_post,XBLSM,0.04679412704958863,5.0,24
2007-02-28,794,chop,XUSIN,-0.01236045610787384,8.0,24
2007-02-28,794,chop,XGIDA,0.005036563053296694,6.0,24
2007-02-28,794,chop,XKMYA,-0.051001723690477396,17.0,24
2007-02-28,794,chop,XMANA,0.10096462664707162,1.0,24
2007-02-28,794,chop,XMESY,-0.03380960793449406,15.0,24
2007-02-28,794,chop,XKAGT,-0.030229443504347087,14.0,24
2007-02-28,794,chop,XTAST,-0.02637700634797957,13.0,24
2007-02-28,794,chop,XTEKS,-0.08406728942268993,20.0,24
2007-02-28,794,chop,XUHIZ,0.0299686167910731,5.0,24
2007-02-28,794,chop,XELKT,-0.17575619124757336,24.0,24
2007-02-28,794,chop,XILTM,0.08588427685379552,2.0,24
2007-02-28,794,chop,XSPOR,-0.020086398062104882,12.0,24
2007-02-28,794,chop,XTCRT,0.03290104882764089,4.0,24
2007-02-28,794,chop,XTRZM,-0.14117561951314417,23.0,24
2007-02-28,794,chop,XULAS,0.07109803027253458,3.0,24
2007-02-28,794,chop,XUMAL,-0.01248615141392917,9.0,24
2007-02-28,794,chop,XBANK,-0.012806943983872499,11.0,24
2007-02-28,794,chop,XSGRT,-0.01249571041196429,10.0,24
2007-02-28,794,chop,XFINK,-0.07047786346377616,19.0,24
2007-02-28,794,chop,XHOLD,-0.004389121492406112,7.0,24
