event,tpos,bank,beta,crush,fwd,xb_fwd,rel,alpha
2023-05-04,4859,HALKB,0.01957874102547656,0.004469964218421496,0.11057219624156134,-0.10581511805099841,0.21638731429255975,0.11264392303446207
2023-05-04,4859,ICBCT,-0.0483522302584336,0.07485192140177421,-0.03840469021819637,-0.10581511805099841,0.06741042783280204,-0.04352108717102158
2023-05-04,4859,ISCTR,0.030769113569886635,-0.048819504230919186,-0.034741812507302794,-0.10581511805099841,0.07107330554369562,-0.03148597512258066
2023-05-04,4859,SKBNK,0.07686112296486947,-0.06422136789955457,0.03333341434951698,-0.10581511805099841,0.1391485324005154,0.041466483149576946
2023-05-04,4859,TSKB,0.1338409583203867,0.03773145397867117,-0.06701035907812469,-0.10581511805099841,0.03880475897287372,-0.052847962273394215
2023-05-04,4859,VAKBN,0.026011555520729746,-0.008956518114999201,0.04551044038755547,-0.10581511805099841,0.1513255584385539,0.04826285620567159
2023-05-04,4859,YKBNK,0.042255828123719925,0.04481272143948123,-0.0674517672006737,-0.10581511805099841,0.03836335085032472,-0.06298046175941957
2023-12-26,5022,AKBNK,-0.01574680370218576,0.11365200315763335,0.14604228487645488,0.1786975706636067,-0.03265528578715182,0.14885620044375217
2023-12-26,5022,ALBRK,0.04739132555210657,-0.09966303529087106,0.06233067391167557,0.1786975706636067,-0.11636689675193113,0.05386195916498602
2023-12-26,5022,GARAN,-0.027497454958402397,0.03005172518846333,0.17668160645774433,0.1786975706636067,-0.002015964205862364,0.18159533485824278
2023-12-26,5022,HALKB,-0.05829669134619842,-0.12671177129757527,0.11759664241141277,0.1786975706636067,-0.06110092825219393,0.12801411953270453
2023-12-26,5022,ICBCT,0.010450837636535053,-0.022880079747809146,0.23157889382881036,0.1786975706636067,0.052881323165203664,0.22971135453176175
2023-12-26,5022,ISCTR,0.02020487170965329,0.005176720838918181,0.1512981891523404,0.1786975706636067,-0.027399381511266307,0.14768762766225552
2023-12-26,5022,SKBNK,-0.017775160535013955,-0.2933847439095256,0.0,0.1786975706636067,-0.1786975706636067,0.0031763780057626092
2023-12-26,5022,TSKB,-0.02964541954205963,-0.15208433448041225,0.22132468363184432,0.1786975706636067,0.042627112968237624,0.22662224808531378
2023-12-26,5022,VAKBN,-0.034886245707028855,-0.16758209703525628,0.19476268923352458,0.1786975706636067,0.01606511856991788,0.2009967765909443
2023-12-26,5022,YKBNK,0.005023356221834067,0.03736060846854827,0.2160750696195104,0.1786975706636067,0.0373774989559037,0.21517740806609073
2024-11-04,5234,AKBNK,0.0007231546092457608,0.044218505476544046,0.15409484721511668,0.10006282837211677,0.05403201884299991,0.15402248631956522
2024-11-04,5234,ALBRK,-0.028455110230502154,0.049773715003061714,0.1342684734171966,0.10006282837211677,0.034205645045079835,0.13711577222850102
2024-11-04,5234,GARAN,-0.03475213919365602,0.030579627763749007,0.1335039135460454,0.10006282837211677,0.03344108517392863,0.1369813108857441
2024-11-04,5234,HALKB,0.025028497749286553,0.06257083009501407,0.07123287223834551,0.10006282837211677,-0.028829956133771262,0.06872844996364674
2024-11-04,5234,ICBCT,-0.10257985669946598,0.17673651610824237,0.040971164594053144,0.10006282837211677,-0.05909166377806363,0.051235595189408144
2024-11-04,5234,ISCTR,-0.0008031230014901849,0.06906078472307564,0.15377627828433726,0.10006282837211677,0.05371344991222049,0.15385664104339708
2024-11-04,5234,SKBNK,-0.002393413307645992,0.16426600280258108,0.02518893046562365,0.10006282837211677,-0.07487389790649313,0.02542842217065017
2024-11-04,5234,TSKB,-0.16019279678963982,0.23936149693056907,0.026427990241511434,0.10006282837211677,-0.07363483813060534,0.04245733457312254
2024-11-04,5234,VAKBN,-0.0496554860804077,0.02558727939865002,0.21779622392332243,0.10006282837211677,0.11773339555120566,0.2227648923047203
2024-11-04,5234,YKBNK,0.012779018394354032,0.010917857715096346,0.15711800295307898,0.10006282837211677,0.05705517458096221,0.1558392982287206
2025-06-01,5377,AKBNK,0.12246954916749933,0.02115414720489417,0.12103741798378964,-0.005508408257862918,0.12654582624165256,0.12171203025976064
2025-06-01,5377,ALBRK,0.0791762991697692,0.041949832370408835,0.025260045003671072,-0.005508408257862918,0.03076845326153399,0.025696180383844854
2025-06-01,5377,GARAN,0.0848951426345093,0.012594550140261784,0.06215208569835351,-0.005508408257862918,0.06766049395621643,0.06261972280309389
2025-06-01,5377,HALKB,-0.024103804237885156,-0.03464878089606027,0.03017903711573755,-0.005508408257862918,0.03568744537360047,0.030046263521427672
