ticker,rank,score,weight
BIMAS,2,0.9570088651579043,0.05
CCOLA,3,0.9495143421747841,0.05
KCHOL,4,0.9373945999179423,0.05
YKBNK,5,0.924038587925514,0.05
AEFES,6,0.92225032392901,0.05
GARAN,7,0.9162556182314325,0.05
MAVI,8,0.9153460505172447,0.05
TEHOL,9,0.9134534494834186,0.05
SAHOL,10,0.9104204975493653,0.05
AKBNK,11,0.90695668315726,0.05
TCELL,12,0.8972723078773441,0.05
MGROS,13,0.889848678393014,0.05
RAYSG,14,0.8834928415734964,0.05
OTKAR,15,0.8805198102155792,0.05
THYAO,16,0.8699846067877361,0.05
TUPRS,18,0.8648473626599258,0.05
ASELS,21,0.8356972015211558,0.05
DOCO,24,0.8323231312223055,0.05
FROTO,27,0.8252138863719651,0.05
ENJSA,29,0.8208575499977111,0.05
