ticker,rank,score,weight
RALYH,1.0,11.545333359275206,0.05
IZFAS,2.0,8.213125302947608,0.05
TUREX,3.0,8.179568274922005,0.05
SANFM,4.0,8.085201937802665,0.05
TERA,5.0,7.943127851994119,0.05
BRKO,6.0,7.402264723188926,0.05
BORLS,7.0,6.69388619700103,0.05
RYGYO,8.0,6.275476134647484,0.05
GRSEL,9.0,6.261681226517307,0.05
ESCAR,10.0,6.031129877150462,0.05
LKMNH,11.0,5.7844396796655655,0.05
ZRGYO,12.0,5.683055655259648,0.05
RYSAS,13.0,5.6512010179936425,0.05
GRTHO,14.0,5.465545338981693,0.05
FZLGY,15.0,5.433354030896216,0.05
ISKPL,16.0,5.068227887522399,0.05
LIDER,17.0,4.965142472272858,0.05
GARAN,18.0,4.922854386978133,0.05
BANVT,19.0,4.847282904444328,0.05
YAPRK,20.0,4.779615299793633,0.05
