ticker,rank,score,weight
BORLS,1,0.9715947478958588,0.05
ESCAR,2,0.9043011988377554,0.05
ZRGYO,3,0.8990714885120583,0.05
LKMNH,4,0.8914500551272995,0.05
YGGYO,5,0.8884965335222597,0.05
AKSGY,6,0.881494348034864,0.05
BRKO,7,0.8778717375372055,0.05
ARSAN,8,0.8702805316193939,0.05
BASGZ,9,0.8666751346816568,0.05
TERA,10,0.8615349333815587,0.05
DOCO,11,0.8602706889818359,0.05
GZNMI,12,0.855140683018268,0.05
ULUFA,13,0.854005250739563,0.05
GRTHO,14,0.8483857647088193,0.05
FZLGY,15,0.8434718826403859,0.05
ANSGR,16,0.8297840915116654,0.05
GENTS,17,0.8250789816396584,0.05
GRSEL,22,0.8032290836036444,0.05
AGESA,24,0.7992587508240545,0.05
MACKO,26,0.792213555369216,0.05
