ticker,rank,score,weight
YGGYO,1,0.9373703519962936,0.05
IEYHO,2,0.9206499669881434,0.05
BASGZ,3,0.9045401994830542,0.05
GLYHO,4,0.9014158232107038,0.05
PAGYO,5,0.8882026363648677,0.05
AKSGY,6,0.8879663349136655,0.05
POLHO,7,0.8826275822793066,0.05
ARASE,8,0.8654534289292908,0.05
YATAS,9,0.8653445619112727,0.05
ODINE,10,0.8644755439672949,0.05
TRCAS,11,0.8479860567752835,0.05
TRGYO,12,0.8417312903258402,0.05
NTGAZ,13,0.8407224086834647,0.05
ATAKP,14,0.8305742558276651,0.05
ISGYO,15,0.829129616047861,0.05
AGESA,16,0.8290697619221008,0.05
MEPET,17,0.8236465419303054,0.05
OZKGY,20,0.8213422533698502,0.05
AYGAZ,26,0.8103764319660886,0.05
ZRGYO,29,0.7933556826198198,0.05
