ticker,rank,score,weight
AYES,1,0.984504132231405,0.05
IEYHO,2,0.9517331431960854,0.05
YGGYO,3,0.9434833451785183,0.05
BASGZ,4,0.9348432244401319,0.05
ODINE,5,0.9281190513956566,0.05
AKSGY,6,0.892722088586919,0.05
YATAS,7,0.8797774325262169,0.05
GLYHO,8,0.8754879970768585,0.05
ISGYO,9,0.8681988020708566,0.05
ARASE,10,0.8646030967251506,0.05
KRVGD,11,0.8607318159164281,0.05
EGEPO,12,0.8599928565187815,0.05
OZYSR,13,0.854405672445756,0.05
BARMA,14,0.8524522569279738,0.05
AKFGY,15,0.8513730055432128,0.05
EBEBK,16,0.8511511155240112,0.05
POLHO,19,0.8360073658108208,0.05
ATAKP,21,0.8299216291360418,0.05
TRGYO,22,0.8149512330705311,0.05
PAGYO,26,0.8133124527584852,0.05
