ticker,rank,score,weight
SNGYO,1,0.9693343902524143,0.05
OTTO,2,0.8974638927526262,0.05
ISKPL,3,0.8721102984799309,0.05
NTHOL,4,0.8481194092804919,0.05
TERA,5,0.8411630098263562,0.05
AYGAZ,6,0.8407651070682808,0.05
AGESA,7,0.8372551772159991,0.05
TAVHL,8,0.8362427148584961,0.05
AKSGY,9,0.8338700919127628,0.05
PINSU,10,0.8334788447014763,0.05
TRGYO,11,0.8320343589793493,0.05
DOCO,12,0.8304650170541168,0.05
ZRGYO,13,0.8161888378866848,0.05
AHGAZ,14,0.8070427283543518,0.05
YGGYO,15,0.8052675802610967,0.05
PAGYO,16,0.8046731402747482,0.05
ARSAN,17,0.8032560087345388,0.05
MACKO,18,0.7996689649671209,0.05
ESCAR,19,0.7930890985279775,0.05
MPARK,20,0.7857687232073144,0.05
