ticker,rank,score,weight
BIMAS,1,0.9397851868787697,0.05
CCOLA,2,0.9131377017195745,0.05
KCHOL,3,0.9079246182611538,0.05
MGROS,4,0.89932634963433,0.05
SAHOL,5,0.8952072279761635,0.05
TUPRS,6,0.8784253009921477,0.05
PINSU,7,0.8748903323315707,0.05
TAVHL,8,0.8747075575455595,0.05
THYAO,9,0.8741778446952537,0.05
GARAN,10,0.8652462886899766,0.05
MAVI,11,0.8614300630764489,0.05
TCELL,12,0.8562945209078471,0.05
DOCO,13,0.8457480375755716,0.05
YKBNK,14,0.8453843349684901,0.05
ENJSA,15,0.8425057989338633,0.05
FROTO,16,0.840090103841046,0.05
AKBNK,17,0.8367389400823706,0.05
AEFES,18,0.8335189198378627,0.05
ASELS,20,0.822518305365046,0.05
OTKAR,26,0.8075649029225311,0.05
