ticker,rank,score,weight
MARKA,1.0,13.388879884448391,0.05
RAYSG,2.0,12.998712942080928,0.05
POLTK,3.0,11.9560253676973,0.05
PEKGY,4.0,9.246669569288393,0.05
PAPIL,5.0,7.4097897389132985,0.05
YAPRK,6.0,6.415738350224425,0.05
ATATP,7.0,5.940188635127913,0.05
ARDYZ,8.0,5.874168188360612,0.05
BJKAS,9.0,5.839391834860246,0.05
TURSG,10.0,5.320223680510532,0.05
ICUGS,11.0,4.913743695065524,0.05
OZRDN,12.0,4.90999646303926,0.05
BRSAN,13.0,4.672017230675843,0.05
GRSEL,14.0,4.372633809728045,0.05
ENSRI,15.0,4.371244996254056,0.05
TEHOL,16.0,4.107078008577415,0.05
CCOLA,17.0,4.086879841392461,0.05
AZTEK,18.0,4.041603966692323,0.05
BIMAS,19.0,3.833592883744674,0.05
ANSGR,20.0,3.832696113871511,0.05
