ticker,rank,score,weight
UFUK,1.0,9.049394816929656,0.05
SANFM,2.0,8.592412727842698,0.05
BSOKE,3.0,6.912012863019003,0.05
SNGYO,4.0,6.600631650313437,0.05
ICUGS,5.0,6.552596343147948,0.05
ZRGYO,6.0,6.2446008667161355,0.05
GRTHO,7.0,5.7119597518072585,0.05
TUREX,8.0,5.350578768270361,0.05
ISKPL,9.0,5.101726965625653,0.05
BANVT,10.0,4.730682130913214,0.05
AHGAZ,11.0,4.555602837495277,0.05
DZGYO,12.0,4.498348690052306,0.05
BMSTL,13.0,4.2635623984244875,0.05
GZNMI,14.0,3.960035169649707,0.05
GENIL,15.0,3.9400594699165734,0.05
YGGYO,16.0,3.9354185780644264,0.05
AKENR,17.0,3.8964293118121356,0.05
KZBGY,18.0,3.7724915770344625,0.05
MEDTR,19.0,3.7278254446399024,0.05
RALYH,20.0,3.709083048167894,0.05
