ticker,rank,score,weight
TERA,1,0.9432858587603103,0.05
GZNMI,2,0.9166731369718901,0.05
ULUFA,3,0.8902629146292886,0.05
AGESA,4,0.8679261423754844,0.05
EUHOL,5,0.8642319275845961,0.05
MACKO,6,0.8639021098218802,0.05
ARSAN,7,0.8637796791930754,0.05
BASGZ,8,0.8623038813633346,0.05
LKMNH,9,0.8520631150782805,0.05
FZLGY,10,0.847654590544084,0.05
BRKO,11,0.8450653838067935,0.05
ESCAR,12,0.8450026008881559,0.05
AKSGY,13,0.8313713224360451,0.05
ZRGYO,14,0.8312200249938232,0.05
GRSEL,15,0.8222851850617195,0.05
YGGYO,16,0.8138646397951701,0.05
TRGYO,22,0.7795715714570118,0.05
DOCO,24,0.7753773675516424,0.05
PINSU,29,0.7658958204286769,0.05
TAVHL,30,0.7656939509960017,0.05
